Code,Laterality,Contrast,XR#Views,description,modality,bodyRegion
RM00001,N/A,WWOC,1,CT ABDOMEN ANGIO W AND WO IV CONTRAST,CT,ABDOMEN
RM00002,N/A,WOC,1,CT ABDOMEN WO IV CONTRAST,CT,ABDOMEN
RM00003,N/A,WWOC,1,CT ABDOMEN W AND WO IV CONTRAST,CT,ABDOMEN
RM00004,N/A,WC,1,CT ABDOMEN W IV CONTRAST,CT,ABDOMEN
RM00005,N/A,WWOC,1,CT CHEST ANGIO W AND WO IV CONTRAST,CT,CHEST
RM00006,N/A,WWOC,1,CT HEAD ANGIO W AND WO IV CONTRAST,CT,HEAD
RM00007,N/A,WWOC,1,CT LOWER EXTREMITY ANGIO W AND WO IV CONTRAST,CT,LOWER EXTREMITY
RM00008,N/A,WWOC,1,CT NECK ANGIO W AND WO IV CONTRAST,CT,NECK
RM00009,N/A,WWOC,1,CT PELVIS ANGIO W AND WO IV CONTRAST,CT,PELVIS
RM00010,N/A,WOC,1,CT CHEST WO IV CONTRAST,CT,CHEST
RM00011,N/A,WWOC,1,CT CHEST W AND WO IV CONTRAST,CT,CHEST
RM00012,N/A,WC,1,CT CHEST W IV CONTRAST,CT,CHEST
RM00013,N/A,WWOC,1,CT CERVICAL SPINE W AND WO IV CONTRAST,CT,CERVICAL SPINE
RM00014,N/A,WC,1,CT CERVICAL SPINE W IV CONTRAST,CT,CERVICAL SPINE
RM00015,N/A,WOC,1,CT CERVICAL SPINE WO IV CONTRAST,CT,CERVICAL SPINE
RM00016,N/A,WOC,1,CT HEAD WO IV CONTRAST,CT,HEAD
RM00017,N/A,WWOC,1,CT HEAD W AND WO IV CONTRAST,CT,HEAD
RM00018,N/A,WC,1,CT HEAD W IV CONTRAST,CT,HEAD
RM00019,N/A,WOC,1,CT LUMBAR SPINE WO IV CONTRAST,CT,LUMBAR SPINE
RM00020,N/A,WWOC,1,CT LUMBAR SPINE W AND WO IV CONTRAST,CT,LUMBAR SPINE
RM00021,N/A,WC,1,CT LUMBAR SPINE W IV CONTRAST,CT,LUMBAR SPINE
RM00022,N/A,WOC,1,CT MAXILLOFACIAL WO IV CONTRAST,CT,FACE
RM00023,N/A,WWOC,1,CT MAXILLOFACIAL W AND WO IV CONTRAST,CT,FACE
RM00024,N/A,WC,1,CT MAXILLOFACIAL W IV CONTRAST,CT,FACE
RM00025,N/A,WOC,1,CT NECK WO IV CONTRAST,CT,NECK
RM00026,N/A,WWOC,1,CT NECK W AND WO IV CONTRAST,CT,NECK
RM00027,N/A,WC,1,CT NECK W IV CONTRAST,CT,NECK
RM00028,N/A,WOC,1,CT ORBITS WO IV CONTRAST,CT,FACE
RM00029,N/A,WOC,1,CT TEMPORAL BONE WO IV CONTRAST,CT,HEAD
RM00030,N/A,WWOC,1,CT ORBITS W AND WO IV CONTRAST,CT,FACE
RM00031,N/A,WWOC,1,CT TEMPORAL BONE W AND WO IV CONTRAST,CT,HEAD
RM00032,N/A,WC,1,CT ORBITS W IV CONTRAST,CT,FACE
RM00033,N/A,WC,1,CT TEMPORAL BONE W IV CONTRAST,CT,HEAD
RM00034,N/A,WOC,1,CT PELVIS WO IV CONTRAST,CT,PELVIS
RM00035,N/A,WWOC,1,CT PELVIS W AND WO IV CONTRAST,CT,PELVIS
RM00036,N/A,WC,1,CT PELVIS W IV CONTRAST,CT,PELVIS
RM00037,N/A,N/A,1,CT POST PROCESSING,CT,UNCLASSIFIED
RM00038,N/A,WOC,1,CT THORACIC SPINE WO IV CONTRAST,CT,THORACIC SPINE
RM00039,N/A,WWOC,1,CT THORACIC SPINE W AND WO IV CONTRAST,CT,THORACIC SPINE
RM00040,N/A,WC,1,CT THORACIC SPINE W IV CONTRAST,CT,THORACIC SPINE
RM00041,N/A,WOC,1,CT SINUSES WO IV CONTRAST,CT,FACE
RM00042,N/A,WC,1,CT SINUSES W IV CONTRAST,CT,FACE
RM00043,N/A,WOC,1,CT PELVIS CYSTOGRAM WO IV CONTRAST,CT,PELVIS
RM00044,N/A,WOC,1,CT SPINE WO IV CONTRAST DENSITY,CT,LUMBAR SPINE
RM00045,N/A,N/A,1,CT TEETH,CT,FACE
RM00046,N/A,WWOC,1,CT SELLA TURCICA W AND WO IV CONTRAST,CT,HEAD
RM00047,N/A,N/A,1,CT COLONOGRAPHY SCREENING,CT,ABDOMEN
RM00048,N/A,WOC,1,CT COLONOGRAPHY WO IV CONTRAST DIAGNOSTIC,CT,ABDOMEN
RM00049,N/A,N/A,1,CT GUIDANCE FOR NEEDLE PLACEMENT,CT,UNCLASSIFIED
RM00050,N/A,WC,1,CT COLONOGRAPHY W IV CONTRAST DIAGNOSTIC,CT,ABDOMEN
RM00051,N/A,N/A,1,CT LIMITED FOLLOW UP,CT,UNCLASSIFIED
RM00052,N/A,WC,1,CT HEAD W IV CONTRAST PERFUSION,CT,HEAD
RM00053,N/A,WWOC,1,CT SINUSES W AND WO IV CONTRAST,CT,FACE
RM00054,N/A,WC,1,CT SELLA TURCICA W IV CONTRAST,CT,HEAD
RM00055,N/A,WOC,1,CT SELLA TURCICA WO IV CONTRAST,CT,HEAD
RM00056,N/A,WWOC,1,CT UPPER EXTREMITY W AND WO IV CONTRAST,CT,UPPER EXTREMITY
RM00057,N/A,WC,1,CT UPPER EXTREMITY W IV CONTRAST,CT,UPPER EXTREMITY
RM00058,N/A,WOC,1,CT UPPER EXTREMITY WO IV CONTRAST,CT,UPPER EXTREMITY
RM00059,N/A,WC,1,CT CERVICAL SPINE W IV CONTRAST BY RECONSTRUCTION NEURO,CT,CERVICAL SPINE
RM00060,N/A,WOC,1,CT CERVICAL SPINE WO IV CONTRAST BY RECONSTRUCTION NEURO,CT,CERVICAL SPINE
RM00061,N/A,WWOC,1,CT ABDOMEN CHOLANGIOGRAM W AND WO IV CONTRAST,CT,ABDOMEN
RM00062,N/A,WC,1,CT LUMBAR SPINE W IV CONTRAST BY RECONSTRUCTION,CT,LUMBAR SPINE
RM00063,N/A,WOC,1,CT LUMBAR SPINE WO IV CONTRAST BY RECONSTRUCTION,CT,LUMBAR SPINE
RM00064,N/A,WOC,1,CT ABDOMEN/PELVIS WO IV CONTRAST,CT,ABDOMEN/PELVIS
RM00065,N/A,WC,1,CT ABDOMEN/PELVIS W IV CONTRAST,CT,ABDOMEN/PELVIS
RM00066,N/A,WOC,1,CT CHEST AIRWAY WO IV CONTRAST,CT,CHEST
RM00067,N/A,WC,1,CT CHEST W IV CONTRAST PULMONARY EMBOLUS,CT,CHEST
RM00068,N/A,WOC,1,CT COLONOGRAPHY WO IV CONTRAST SCREENING,CT,ABDOMEN
RM00069,N/A,WC,1,CT ABDOMEN ENTEROGRAPHY W IV CONTRAST,CT,ABDOMEN
RM00070,N/A,WC,1,CT PELVIS W IV CONTRAST BY RECONSTRUCTION,CT,PELVIS
RM00071,N/A,WOC,1,CT PELVIS WO IV CONTRAST BY RECONSTRUCTION,CT,PELVIS
RM00072,N/A,WC,1,CT THORACIC SPINE W IV CONTRAST BY RECONSTRUCTION,CT,THORACIC SPINE
RM00073,N/A,WOC,1,CT THORACIC SPINE WO IV CONTRAST BY RECONSTRUCTION,CT,THORACIC SPINE
RM00074,N/A,WWOC,1,CT ABDOMEN/PELVIS W AND WO IV CONTRAST,CT,ABDOMEN/PELVIS
RM00075,N/A,WWOC,1,CT HEAD PERFUSION XENON W AND WO IV CONTRAST,CT,HEAD
RM00076,N/A,WC,1,CT HEAD ANGIO W IV CONTRAST,CT,HEAD
RM00077,N/A,WC,1,CT NECK ANGIO W IV CONTRAST,CT,NECK
RM00078,N/A,WC,1,CT LOWER EXTREMITY W IV CONTRAST,CT,LOWER EXTREMITY
RM00079,N/A,WOC,1,CT LOWER EXTREMITY WO IV CONTRAST,CT,LOWER EXTREMITY
RM00080,N/A,WWOC,1,CT LOWER EXTREMITY W AND WO IV CONTRAST,CT,LOWER EXTREMITY
RM00081,N/A,WOC,1,CT LOWER EXTREMITY WO IV CONTRAST LEG LENGTH,CT,LOWER EXTREMITY
RM00082,N/A,WOC,1,CT HEART WO IV CONTRAST CALCIUM SCORING,CT,HEART
RM00083,N/A,WWOC,1,CT UPPER EXTREMITY ANGIO W AND WO IV CONTRAST,CT,UPPER EXTREMITY
RM00084,N/A,WOC,1,CT TEMPORAL BONE WO IV CONTRAST BY RECONSTRUCTION,CT,HEAD
RM00085,N/A,WOC,1,CT PELVIS WO IV CONTRAST POST PROCESSING,CT,PELVIS
RM00086,N/A,WOC,1,CT CHEST WO IV CONTRAST POST PROCESSING,CT,CHEST
RM00087,BILATERAL,WWOC,1,CT ABDOMINAL AORTA/ILIOFEMORAL RUNOFF ANGIO W AND WO IV CONTRAST BILATERAL,CT,ABDOMEN/CHEST
RM00088,N/A,WOC,1,CT ABDOMEN WO IV CONTRAST POST PROCESSING,CT,ABDOMEN
RM00089,N/A,WOC,1,CT ABDOMEN/PELVIS WO IV CONTRAST POST PROCESSING,CT,ABDOMEN/PELVIS
RM00090,N/A,WOC,1,CT CHEST/ABDOMEN/PELVIS WO IV CONTRAST POST PROCESSING,CT,ABDOMEN/PELVIS
RM00091,N/A,WOC,1,CT CHEST/ABDOMEN WO IV CONTRAST POST PROCESSING,CT,ABDOMEN/CHEST
RM00092,N/A,WC,1,CT CHEST W IV CONTRAST SCREENING,CT,CHEST
RM00093,N/A,WOC,1,CT CHEST WO IV CONTRAST LUNG PARENCHYMA,CT,CHEST
RM00094,N/A,WOC,1,CT CHEST WO IV CONTRAST SCREENING,CT,CHEST
RM00095,N/A,WC,1,CT HEART CORONARY ARTERIES ANGIO W IV CONTRAST,CT,HEART
RM00096,N/A,WC,1,CT HEART W IV CONTRAST CONGENTIAL HEART DISEASE,CT,HEART
RM00097,N/A,WC,1,CT HEART W IV CONTRAST STRUCTURE MORPHOLOGY,CT,HEART
RM00098,N/A,WC,1,CT TEMPORAL BONE W IV CONTRAST BY RECONSTRUCTION,CT,HEAD
RM00099,N/A,N/A,1,CT UROGRAM POST PROCESSING,CT,PELVIS
RM00100,N/A,N/A,1,CT TREATMENT PLANNING COMPLEX,CT,UNCLASSIFIED
RM00101,N/A,N/A,1,CT TREATMENT PLANNING INTERMEDIATE,CT,UNCLASSIFIED
RM00102,N/A,N/A,1,CT TREATMENT PLANNING SIMPLE,CT,UNCLASSIFIED
RM00103,N/A,N/A,1,CT SCANOGRAM,CT,UNCLASSIFIED
RM00104,N/A,N/A,1,DXA BONE DENSITY EXTREMITY,BMD,BONE DENSITY
RM00105,N/A,N/A,1,DXA BONE DENSITY EXTREMITY WRIST,BMD,BONE DENSITY/WRIST
RM00106,N/A,N/A,1,DXA BONE DENSITY AXIAL,BMD,BONE DENSITY
RM00107,N/A,N/A,1,DXA BONE DENSITY SPINE FRACTURE,BMD,BONE DENSITY/LUMBAR SPINE
RM00108,N/A,N/A,2,FL/XR CHEST 2 VIEWS WITH FLUORO,FL,CHEST
RM00109,N/A,N/A,4,FL/XR CHEST 4+ VIEWS WITH FLUORO,FL,CHEST
RM00110,N/A,N/A,1,FL SALIVARY GLAND,FL,NECK
RM00111,N/A,N/A,1,FL BLADDER DRAINAGE,FL,PELVIS
RM00112,N/A,N/A,1,FL FEEDING TUBE ADVANCEMENT,FL,ABDOMEN
RM00113,N/A,N/A,1,FL BARIUM ENEMA REDUCE INTUSSUSCEPTION,FL,ABDOMEN
RM00114,N/A,N/A,1,FL GUIDANCE FOR NEEDLE PLACEMENT,FL,UNCLASSIFIED
RM00115,N/A,N/A,1,FL BARIUM ENEMA DOUBLE CONTRAST SCREENING,FL,ABDOMEN
RM00116,N/A,N/A,1,FL SNIFF TEST,FL,ABDOMEN
RM00117,N/A,N/A,1,FL BARIUM ENEMA SINGLE CONTRAST,FL,ABDOMEN
RM00118,N/A,N/A,1,FL BARIUM ENEMA DOUBLE CONTRAST,FL,ABDOMEN
RM00119,N/A,N/A,1,FL ESOPHAGUS PHARYNX,FL,ABDOMEN/NECK
RM00120,N/A,N/A,1,FL ESOPHAGUS BARIUM SWALLOW,FL,ABDOMEN
RM00121,N/A,N/A,1,FL UPPER GI DOUBLE CONTRAST WITH SMALL BOWEL FOLLOW THROUGH,FL,ABDOMEN
RM00122,N/A,N/A,1,FL UPPER GI SINGLE CONTRAST WITH SMALL BOWEL FOLLOW THROUGH,FL,ABDOMEN
RM00123,N/A,N/A,1,FL UPPER GI DOUBLE CONTRAST,FL,ABDOMEN
RM00124,N/A,N/A,1,FL UPPER GI SINGLE CONTRAST BARIUM,FL,ABDOMEN
RM00125,N/A,N/A,1,FL BARIUM ENEMA SINGLE CONTRAST WATER SOLUBLE,FL,ABDOMEN
RM00126,N/A,N/A,1,FL ESOPHAGUS BARIUM SWALLOW SINGLE CONTRAST WATER SOLUBLE,FL,ABDOMEN
RM00127,N/A,N/A,1,FL UPPER GI SINGLE CONTRAST WATER SOLUBLE,FL,ABDOMEN
RM00128,N/A,N/A,1,FL ELBOW ARTHROGRAM,FL,ELBOW
RM00129,N/A,N/A,1,FL CYSTOGRAM,FL,PELVIS
RM00130,N/A,N/A,1,FL GUIDANCE,FL,UNCLASSIFIED
RM00131,N/A,N/A,1,FL LESS THAN 1 HOUR INTRAOPERATIVE,FL,UNCLASSIFIED
RM00132,N/A,N/A,1,FL PORTABLE,FL,UNCLASSIFIED
RM00133,N/A,N/A,1,FL WHITAKER TEST,FL,ABDOMEN
RM00134,N/A,N/A,1,FL SMALL BOWEL ENEMA,FL,ABDOMEN
RM00135,N/A,N/A,1,FL SMALL BOWEL FOLLOW THROUGH,FL,ABDOMEN
RM00136,N/A,N/A,1,FL CHEST,FL,CHEST
RM00137,N/A,N/A,1,FL MORE THAN 1 HOUR,FL,UNCLASSIFIED
RM00138,N/A,N/A,1,FL LESS THAN 1 HOUR,FL,UNCLASSIFIED
RM00139,N/A,N/A,1,FL/XR UPPER GI DOUBLE CONTRAST WITH ABDOMINAL RADIOGRAPH,FL,ABDOMEN
RM00140,N/A,N/A,1,FL/XR UPPER GI SINGLE CONTRAST WITH ABDOMINAL RADIOGRAPH,FL,ABDOMEN
RM00141,N/A,N/A,1,FL ANKLE ARTHROGRAM,FL,ANKLE
RM00142,N/A,N/A,1,FL BLADDER DRAINAGE SUPRAPUBIC,FL,PELVIS
RM00143,N/A,N/A,1,FL CATHETERIZATION OF FALLOPIAN TUBE,FL,PELVIS
RM00144,N/A,N/A,1,FL CISTERNOGRAM,FL,HEAD
RM00145,N/A,N/A,1,FL ORAL CHOLECYSTOGRAM,FL,ABDOMEN
RM00146,N/A,N/A,1,FL CHOLECYSTOGRAM POST FATTY MEAL,FL,ABDOMEN
RM00147,N/A,N/A,1,FL INTRAVENOUS CHOLANGIOGRAM,FL,ABDOMEN
RM00148,N/A,N/A,1,FL CHOLANGIOGRAM INTRAOPERATIVE,FL,ABDOMEN
RM00149,N/A,N/A,1,FL CHOLANGIOGRAM INTRAOPERATIVE ADDITIONAL,FL,ABDOMEN
RM00150,N/A,N/A,1,FL CERVICAL SPINE DISCOGRAM,FL,CERVICAL SPINE
RM00151,N/A,N/A,1,FL CERVICAL SPINE MYELOGRAM,FL,CERVICAL SPINE/LUMBAR SPINE
RM00152,N/A,N/A,1,FL CYSTOURETHROGRAM,FL,PELVIS
RM00153,N/A,N/A,1,FL DEFECOGRAPHY,FL,ABDOMEN
RM00154,N/A,N/A,1,FL ERCP BILIARY,FL,ABDOMEN
RM00155,N/A,N/A,1,FL ERCP BILIARY AND PANCREAS,FL,ABDOMEN
RM00156,N/A,N/A,1,FL ERCP PANCREAS,FL,ABDOMEN
RM00157,N/A,N/A,1,FL ESOPHAGUS BARIUM SWALLOWING FUNCTION SINGLE CONTRAST WITH VIDEO,FL,ABDOMEN
RM00158,N/A,N/A,1,FL FISTULA GASTROINTESTINAL,FL,ABDOMEN
RM00159,N/A,N/A,1,FL FISTULA GENITOURINARY,FL,PELVIS
RM00160,N/A,N/A,1,FL FISTULA SINUS TRACT,FL,FACE
RM00161,N/A,N/A,1,FL FEEDING TUBE CHECK,FL,ABDOMEN
RM00162,N/A,N/A,1,FL FLEEDING TUBE PLACEMENT LONG,FL,UNCLASSIFIED
RM00163,N/A,N/A,1,FL TUBE CHANGE,FL,UNCLASSIFIED
RM00164,N/A,N/A,1,FL HIP ARTHROGRAM,FL,HIP
RM00165,N/A,N/A,1,FL HYSTEROSALPINGOGRAM,FL,PELVIS
RM00166,N/A,N/A,1,FL INJECTION NON-VASCULAR SHUNT,FL,HEAD
RM00167,N/A,N/A,1,FL INTRAVENOUS UROGRAM,FL,PELVIS
RM00168,N/A,N/A,1,FL INTRAVENOUS UROGRAM LIMITED,FL,PELVIS
RM00169,N/A,N/A,1,FL JOINT ASPIRATION,FL,UNCLASSIFIED
RM00170,N/A,N/A,1,FL KIDNEY MANOMETRY,FL,ABDOMEN
RM00171,N/A,N/A,1,FL KNEE ARTHROGRAM,FL,KNEE
RM00172,N/A,N/A,1,FL GUIDANCE FOR LUMBAR PUNCTURE,FL,LUMBAR SPINE
RM00173,N/A,N/A,1,FL L-SPINE DISCOGRAM,FL,LUMBAR SPINE
RM00174,N/A,N/A,1,FL LUMBAR SPINE MYELOGRAM,FL,LUMBAR SPINE
RM00175,N/A,N/A,1,FL LOOPOGRAM,FL,ABDOMEN
RM00176,N/A,N/A,1,FL POSTERIOR FOSSA MYELOGRAM,FL,HEAD/LUMBAR SPINE
RM00177,BILATERAL,N/A,1,FL POSTERIOR FOSSA MYELOGRAM BILATERAL,FL,HEAD/LUMBAR SPINE
RM00178,N/A,N/A,1,FL POSTERIOR FOSSA MYELOGRAM UNILATERAL,FL,HEAD/LUMBAR SPINE
RM00179,N/A,N/A,1,FL POUCHOGRAM,FL,ABDOMEN
RM00180,N/A,N/A,1,FL PYELOGRAM ANTEGRADE,FL,PELVIS
RM00181,N/A,N/A,1,FL PYELOGRAM ANTEGRADE NEPHROSTOMY,FL,ABDOMEN/PELVIS
RM00182,N/A,N/A,1,FL PYELOGRAM RETROGRADE,FL,PELVIS
RM00183,BILATERAL,N/A,1,FL PYELOGRAM RETROGRADE BILATERAL,FL,PELVIS
RM00184,N/A,N/A,1,FL PYELOGRAM RETROGRADE INTRAOPERATIVE,FL,PELVIS
RM00185,N/A,N/A,1,FL SALIVARY GLAND SIALOGRAM,FL,NECK
RM00186,N/A,N/A,1,FL SHOULDER ARTHROGRAM,FL,SHOULDER
RM00187,N/A,N/A,1,FL SHOULDER ARTHROGRAM LIMITED,FL,SHOULDER
RM00188,N/A,N/A,1,FL SPINE MYELOGRAM,FL,LUMBAR SPINE
RM00189,N/A,N/A,1,FL SEMINAL VESICULOGRAM,FL,PELVIS
RM00190,N/A,N/A,1,FL ESOPHAGUS BARIUM SWALLOWING FUNCTION WITH VIDEO AND SPEECH,FL,ABDOMEN
RM00191,N/A,N/A,1,FL TEMPOROMANDIBULAR JOINT ARTHROGRAM,FL,FACE
RM00192,N/A,N/A,1,FL THORACIC SPINE MYELOGRAM,FL,THORACIC SPINE/LUMBAR SPINE
RM00193,N/A,N/A,1,FL URETHROGRAM RETROGRADE,FL,PELVIS
RM00194,N/A,N/A,1,FL VOIDING CYSTOURETHROGRAM,FL,PELVIS
RM00195,N/A,N/A,1,FL WRIST ARTHROGRAM,FL,WRIST
RM00196,N/A,N/A,1,FL FEEDING TUBE PLACEMENT,FL,ABDOMEN
RM00197,N/A,N/A,1,MG BREAST SPECIMEN,MG,BREAST
RM00198,LEFT,N/A,1,MG BREAST SPECIMEN LEFT,MG,BREAST
RM00199,RIGHT,N/A,1,MG BREAST SPECIMEN RIGHT,MG,BREAST
RM00200,N/A,N/A,1,MG BREAST DIAGNOSTIC,MG,BREAST
RM00201,BILATERAL,N/A,1,MG BREAST DIAGNOSTIC BILATERAL,MG,BREAST
RM00202,N/A,N/A,1,MG BREAST DIAGNOSTIC RESEARCH,MG,BREAST
RM00203,LEFT,N/A,1,MG BREAST DIAGNOSTIC RESEARCH LEFT,MG,BREAST
RM00204,RIGHT,N/A,1,MG BREAST DIAGNOSTIC RESEARCH RIGHT,MG,BREAST
RM00205,BILATERAL,N/A,1,MG BREAST DIAGNOSTIC RESEARCH BILATERAL,MG,BREAST
RM00206,LEFT,N/A,1,MG BREAST DIAGNOSTIC LEFT WITH ULTRASOUND IF NEEDED,MG,BREAST
RM00207,RIGHT,N/A,1,MG BREAST DIAGNOSTIC RIGHT,MG,BREAST
RM00208,RIGHT,N/A,1,MG BREAST DIAGNOSTIC RIGHT WITH ULTRASOUND IF NEEDED,MG,BREAST
RM00209,LEFT,N/A,1,MG BREAST DIAGNOSTIC LEFT,MG,BREAST
RM00210,N/A,N/A,1,MG BREAST DUCTOGRAM,MG,BREAST
RM00211,LEFT,N/A,1,MG BREAST DUCTOGRAM LEFT,MG,BREAST
RM00212,RIGHT,N/A,1,MG BREAST DUCTOGRAM RIGHT,MG,BREAST
RM00213,BILATERAL,N/A,1,MG BREAST DUCTOGRAM BILATERAL,MG,BREAST
RM00214,N/A,N/A,1,MG BREAST SCREENING IMPLANTS,MG,BREAST
RM00215,LEFT,N/A,1,MG BREAST SCREENING IMPLANTS LEFT,MG,BREAST
RM00216,RIGHT,N/A,1,MG BREAST SCREENING IMPLANTS RIGHT,MG,BREAST
RM00217,BILATERAL,N/A,1,MG BREAST SCREENING IMPLANTS BILATERAL,MG,BREAST
RM00218,N/A,N/A,1,MG BREAST ADDENDUM,MG,BREAST
RM00219,LEFT,N/A,1,MG BREAST ADDENDUM LEFT,MG,BREAST
RM00220,RIGHT,N/A,1,MG BREAST ADDENDUM RIGHT,MG,BREAST
RM00221,BILATERAL,N/A,1,MG BREAST ADDENDUM BILATERAL,MG,BREAST
RM00222,N/A,N/A,1,MG BREAST BIOPSY OUTSIDE,MG,BREAST
RM00223,LEFT,N/A,1,MG BREAST BIOPSY OUTSIDE LEFT,MG,BREAST
RM00224,RIGHT,N/A,1,MG BREAST BIOPSY OUTSIDE RIGHT,MG,BREAST
RM00225,BILATERAL,N/A,1,MG BREAST BIOPSY OUTSIDE BILATERAL,MG,BREAST
RM00226,N/A,N/A,1,MG BREAST DIAGNOSTIC CALL BACK,MG,BREAST
RM00227,BILATERAL,N/A,1,MG BREAST DIAGNOSTIC CALL BACK BILATERAL,MG,BREAST
RM00228,N/A,N/A,1,MG BREAST SCREENING,MG,BREAST
RM00229,LEFT,N/A,1,MG BREAST SCREENING LEFT,MG,BREAST
RM00230,RIGHT,N/A,1,MG BREAST SCREENING RIGHT,MG,BREAST
RM00231,BILATERAL,N/A,1,MG BREAST SCREENING BILATERAL,MG,BREAST
RM00232,N/A,N/A,1,MG BREAST DIAGNOSTIC UNILATERAL POST BIOPSY CLIP,MG,BREAST
RM00233,LEFT,N/A,1,MG BREAST DIAGNOSTIC UNILATERAL POST BIOPSY CLIP LEFT,MG,BREAST
RM00234,RIGHT,N/A,1,MG BREAST DIAGNOSTIC UNILATERAL POST BIOPSY CLIP RIGHT,MG,BREAST
